Taxon ID InfoSpecies;Groupe d'organisme;GrouOrg;NULL;Systématique supérieure : Ordre;Famille;Nom scientifique;Nom allemand;Nom français;Nom italien;Espèces sensibles;Responsabilité;Indigénat;Menace;Référence Menace;Statut de menace international;NULL;Conservation Dependent;Niveau d'action;Indications sur le niveau d'action;Urgence;Protection occurrences individuelles;Surveillance des populations;Statut de protection;Espèce agricole OEA;Espèces cibles forestières;Plan d'action forêts claires;HAB_1;HAB_1_1;HAB_1_2;HAB_1_3;HAB_1_4;HAB_2;HAB_2_0;HAB_2_1;HAB_2_2;HAB_2_3;HAB_2_4;HAB_2_5;HAB_3;HAB_3_1;HAB_3_2;HAB_3_3;HAB_3_4;HAB_3_5;HAB_4;HAB_4_0;HAB_4_1;HAB_4_2;HAB_4_3;HAB_4_4;HAB_4_5;HAB_4_6;HAB_5;HAB_5_1;HAB_5_2;HAB_5_3;HAB_5_4;HAB_6;HAB_6_0;HAB_6_1;HAB_6_2;HAB_6_3;HAB_6_4;HAB_6_5;HAB_6_6;HAB_7;HAB_7_1;HAB_7_2;HAB_8;HAB_8_1;HAB_8_2;HAB_9;HAB_9_1;HAB_9_2;HAB_9_3;HAB_9_4;HAB_COMB;HAB_ENCODED;IE_2;IE_3;IE_4;IE_5;IE_6;IE_7;IE_8;IE_9;IE_10;IE_12;IE_13;IE_14;IE_15;IE_16;IE_17;IE_18;IE_19;IE_20;IE_22;IE_24;IE_25;IE_26;IE_101;IE_102;OFEV _1;OFEV _2;OFEV _3;OFEV _4;OFEV _5;OFEV _6;ALT_K;ALT_M;ALT_S;ALT_A;CANT_AG;CANT_AI;CANT_AR;CANT_BE;CANT_BL;CANT_BS;CANT_FR;CANT_GE;CANT_GL;CANT_GR;CANT_JU;CANT_LU;CANT_NE;CANT_NW;CANT_OW;CANT_SG;CANT_SH;CANT_SO;CANT_SZ;CANT_TG;CANT_TI;CANT_UR;CANT_VD;CANT_VS;CANT_ZG;CANT_ZH;Indication taxonomique;Lien à la page espèces du centre de données (de, fr);NULL;Etat des données GBIF Suisse
infofauna:8366;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Veneroidea;Sphaeriidae;Pisidium tenuilineatum Stelfox, 1918;Kleinste Erbsenmuschel                  ;Petite pisidie;NULL;NULL;4;INN;VU;uv-1216;NULL;NULL;0;LF (+GL);NULL;3;NULL;1;NULL;NULL;NULL;NULL;x;x;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;A;A;NULL;NULL;NULL;A;NULL;NULL;NULL;A;NULL;NULL;A;NULL;A;B;A;NULL;NULL;A;A;B;A;C;A;NULL;A;A;A;NULL;NULL;A;NULL;NULL;C;NULL;https://lepus.infofauna.ch/carto/8366;https://lepus.infofauna.ch/carto/8361;20.11.2024
infofauna:8004;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Neotaenioglossa;Pomatiidae;Pomatias elegans (O. F. Müller, 1774);Schöne Landdeckelschnecke;Elégante striée, Cyclostome élégant;NULL;NULL;4;INN;VU;uv-1216;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;x;NULL;x;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;x;x;NULL;NULL;NULL;x;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;A;A;NULL;NULL;A;A;A;NULL;NULL;B;NULL;NULL;A;A;A;A;A;NULL;NULL;A;NULL;A;NULL;NULL;NULL;A;A;NULL;A;A;NULL;A;NULL;NULL;A;NULL;https://lepus.infofauna.ch/carto/8004;https://lepus.infofauna.ch/carto/8366;20.11.2024
infofauna:8083;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Pulmonata;Pupillidae;Pupilla alpicola (Charpentier, 1837);Alpen-Puppenschnecke;Maillot des Alpes;NULL;NULL;3;INN;EN;uv-1216;NULL;NULL;0;LF (+GL);NULL;2;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;A;A;A;A;A;A;A;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;A;A;NULL;A;NULL;A;A;A;NULL;NULL;A;NULL;NULL;A;A;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/8083;https://lepus.infofauna.ch/carto/8004;20.11.2024
infofauna:8143;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Pulmonata;Succineidae;Quickella arenaria (Potiez & Michaud, 1835);Salzbernsteinschnecke;Ambrette des sables;NULL;NULL;4;INN;EN;uv-1216;NULL;NULL;0;LF (+GL);NULL;2;NULL;1;NULL;NULL;NULL;NULL;x;NULL;NULL;x;NULL;x;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;A;A;NULL;NULL;A;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/8143;https://lepus.infofauna.ch/carto/8083;20.11.2024
infofauna:8030;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Pulmonata;Lymnaeidae;Radix ampla (W. Hartmann, 1821);Weitmündige Schlammschnecke;Limnée ample,  Radix ventru;NULL;NULL;4;INN;VU;uv-1216;NULL;NULL;0;GL;NULL;N/A;NULL;1;NULL;NULL;NULL;NULL;x;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;A;B;NULL;C;C;A;C;NULL;NULL;NULL;NULL;NULL;A;C;NULL;NULL;NULL;NULL;C;NULL;B;NULL;NULL;NULL;B;A;NULL;NULL;A;C;NULL;C;NULL;NULL;B;NULL;https://lepus.infofauna.ch/carto/8030;https://lepus.infofauna.ch/carto/8143;20.11.2024
infofauna:8243;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Pulmonata;Hygromiidae;Raeticella biconica (Eder, 1917);Nidwaldner Haarschnecke;Veloutée de la Suisse centrale;NULL;NULL;1;IEN;VU;uv-1216;NULL;NULL;0;LF (+GL);NULL;3;NULL;1;451.1/3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;x;NULL;NULL;x;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;A;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/8243;https://lepus.infofauna.ch/carto/8030;20.11.2024
infofauna:8141;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Pulmonata;Clausiliidae;Ruthenica filograna (Rossmässler, 1836);Zierliche Schliessmundschnecke;Clausilie aiguillette;NULL;NULL;4;INN;EN;uv-1216;NULL;NULL;0;AF (+LF +GL);NULL;2;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;x;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/8141;https://lepus.infofauna.ch/carto/8243;20.11.2024
infofauna:8058;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Pulmonata;Planorbidae;Segmentina nitida (O. F. Müller, 1774);Glänzende Tellerschnecke;Planorbine cloisonnée, Planorbe brillante;NULL;NULL;4;INN;VU;uv-1216;NULL;NULL;0;GL;NULL;N/A;NULL;2;NULL;NULL;NULL;NULL;x;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;B;A;A;A;NULL;NULL;A;A;NULL;NULL;A;NULL;NULL;A;B;NULL;A;A;NULL;NULL;B;A;C;NULL;NULL;A;A;B;NULL;A;NULL;NULL;A;A;A;A;NULL;https://lepus.infofauna.ch/carto/8058;https://lepus.infofauna.ch/carto/8141;20.11.2024
infofauna:8165;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Pulmonata;Vitrinidae;Semilimax kotulae (Westerlund, 1883);Berg-Glasschnecke;Semilimace alpine;NULL;NULL;3;INN;VU;uv-1216;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;x;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;A;A;A;A;NULL;A;A;A;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;A;NULL;B;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;A;A;A;A;NULL;C;NULL;https://lepus.infofauna.ch/carto/8165;https://lepus.infofauna.ch/carto/8058;20.11.2024
infofauna:8166;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Pulmonata;Vitrinidae;Semilimax semilimax (J. Férussac, 1802);Weitmündige Glasschnecke;Semilimace des montagnes, Vitrine allongée;NULL;NULL;4;INN;EN;uv-1216;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;x;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;A;NULL;A;NULL;A;A;A;NULL;A;A;A;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;A;NULL;NULL;NULL;A;A;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;A;NULL;https://lepus.infofauna.ch/carto/8166;https://lepus.infofauna.ch/carto/8165;20.11.2024
infofauna:8082;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Pulmonata;Chondrinidae;Solatopupa similis (Bruguière, 1792);Bläuliche Kornschnecke;Maillot cendré, Maillot semblable;NULL;NULL;4;INN;CR;uv-1216;NULL;NULL;0;AF (+LF +GL);NULL;2;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;x;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;C;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/8082;https://lepus.infofauna.ch/carto/8166;20.11.2024
infofauna:8071;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Pulmonata;Orculidae;Sphyradium doliolum (Bruguière, 1792);Kleine Fässchenschnecke;Maillot barillet;NULL;NULL;4;INN;VU;uv-1216;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;x;NULL;NULL;x;NULL;NULL;NULL;NULL;x;NULL;NULL;x;NULL;x;NULL;x;x;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;A;A;A;A;NULL;A;A;A;A;NULL;NULL;NULL;NULL;A;NULL;NULL;A;A;NULL;NULL;A;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;C;A;NULL;A;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/8071;https://lepus.infofauna.ch/carto/8082;20.11.2024
infofauna:8193;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Pulmonata;Milacidae;Tandonia nigra (K. Pfeiffer, 1849);Generoso-Kielschnegel;Pseudolimace noire;NULL;NULL;2;IEP;CR;uv-1216;NULL;NULL;0;AF (+LF +GL);NULL;3;NULL;1;451.1/3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;x;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;x;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;A;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/8193;https://lepus.infofauna.ch/carto/8071;20.11.2024
infofauna:8000;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Neritopsina;Neritidae;Theodoxus fluviatilis (Linnaeus, 1758);Gemeine Kahnschnecke;Nérite des rivières, Nérite fluviatile;NULL;NULL;4;INN;CR;uv-1216;NULL;NULL;0;GL;NULL;N/A;NULL;1;NULL;NULL;NULL;NULL;x;x;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;C;A;NULL;NULL;NULL;A;NULL;NULL;NULL;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;A;C;NULL;NULL;NULL;NULL;N;NULL;https://lepus.infofauna.ch/carto/8000;https://lepus.infofauna.ch/carto/8193;20.11.2024
infofauna:8244;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Pulmonata;Hygromiidae;Trochulus caelatus (S. Studer, 1820);Flache Haarschnecke;Veloutée du Jura suisse;NULL;NULL;1;IEN;VU;uv-1216;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;A;A;A;NULL;NULL;NULL;NULL;A;A;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/8244;https://lepus.infofauna.ch/carto/8000;20.11.2024
infofauna:8099;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Pulmonata;Vertiginidae;Truncatellina claustralis (Gredler, 1856);Kleine Zylinderwindelschnecke;Maillotin strié;NULL;NULL;4;INN;EN;uv-1216;NULL;NULL;0;LF (+GL);NULL;2;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;x;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;A;NULL;NULL;A;A;A;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/8099;https://lepus.infofauna.ch/carto/8244;20.11.2024
infofauna:8101;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Pulmonata;Vertiginidae;Truncatellina monodon (Held, 1837);Rotbraune Zylinderwindelschnecke;Maillotin oriental, rougeâtre, brun-rouge;NULL;NULL;4;INN;VU;uv-1216;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;x;x;NULL;x;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;A;A;NULL;NULL;A;A;A;NULL;A;NULL;A;NULL;NULL;NULL;NULL;A;A;NULL;A;NULL;NULL;A;A;NULL;NULL;A;NULL;NULL;B;NULL;A;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/8101;https://lepus.infofauna.ch/carto/8099;20.11.2024
infofauna:8343;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Unionoida;Unionidae;Unio crassus Philipson, 1788;Gemeine Bachmuschel;Mulette épaisse;NULL;NULL;4;INN;CR;uv-1216;NULL;NULL;0;AF (+LF +GL);NULL;1;NULL;1;451.1/3;NULL;NULL;NULL;x;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;A;A;NULL;NULL;NULL;A;C;NULL;NULL;A;NULL;NULL;C;C;NULL;C;C;NULL;NULL;NULL;A;C;A;NULL;A;A;C;B;B;NULL;NULL;C;C;NULL;A;NULL;https://lepus.infofauna.ch/carto/8343;https://lepus.infofauna.ch/carto/8101;20.11.2024
infofauna:8344;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Unionoida;Unionidae;Unio mancus Lamarck, 1819;Südliche Malermuschel;Mulette méridionale, Mulette manchotte;NULL;NULL;4;INN;EN;uv-1216;NULL;NULL;0;LF (+GL);NULL;3;NULL;1;451.1/3;NULL;NULL;NULL;x;x;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;https://lepus.infofauna.ch/carto/8344;https://lepus.infofauna.ch/carto/8343;20.11.2024
infofauna:8345;Schnecken und Muscheln;Gastéropodes et bivalves;Molluschi;Unionoida;Unionidae;Unio pictorum (Linnaeus, 1758);Malermuschel;Mulette des peintres;NULL;NULL;4;INN;EN;uv-1216;NULL;NULL;0;AF (+LF +GL);NULL;2;NULL;1;NULL;NULL;NULL;NULL;x;x;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;A;NULL;NULL;NULL;A;A;NULL;NULL;A;NULL;NULL;NULL;A;A;NULL;NULL;A;NULL;NULL;A;NULL;A;A;A;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;A;A;NULL;https://lepus.infofauna.ch/carto/8345;https://lepus.infofauna.ch/carto/8344;20.11.2024
