Taxon ID InfoSpecies;Groupe d'organisme;GrouOrg;NULL;Systématique supérieure : Ordre;Famille;Nom scientifique;Nom allemand;Nom français;Nom italien;Espèces sensibles;Responsabilité;Indigénat;Menace;Référence Menace;Statut de menace international;NULL;Conservation Dependent;Niveau d'action;Indications sur le niveau d'action;Urgence;Protection occurrences individuelles;Surveillance des populations;Statut de protection;Espèce agricole OEA;Espèces cibles forestières;Plan d'action forêts claires;HAB_1;HAB_1_1;HAB_1_2;HAB_1_3;HAB_1_4;HAB_2;HAB_2_0;HAB_2_1;HAB_2_2;HAB_2_3;HAB_2_4;HAB_2_5;HAB_3;HAB_3_1;HAB_3_2;HAB_3_3;HAB_3_4;HAB_3_5;HAB_4;HAB_4_0;HAB_4_1;HAB_4_2;HAB_4_3;HAB_4_4;HAB_4_5;HAB_4_6;HAB_5;HAB_5_1;HAB_5_2;HAB_5_3;HAB_5_4;HAB_6;HAB_6_0;HAB_6_1;HAB_6_2;HAB_6_3;HAB_6_4;HAB_6_5;HAB_6_6;HAB_7;HAB_7_1;HAB_7_2;HAB_8;HAB_8_1;HAB_8_2;HAB_9;HAB_9_1;HAB_9_2;HAB_9_3;HAB_9_4;HAB_COMB;HAB_ENCODED;IE_2;IE_3;IE_4;IE_5;IE_6;IE_7;IE_8;IE_9;IE_10;IE_12;IE_13;IE_14;IE_15;IE_16;IE_17;IE_18;IE_19;IE_20;IE_22;IE_24;IE_25;IE_26;IE_101;IE_102;OFEV _1;OFEV _2;OFEV _3;OFEV _4;OFEV _5;OFEV _6;ALT_K;ALT_M;ALT_S;ALT_A;CANT_AG;CANT_AI;CANT_AR;CANT_BE;CANT_BL;CANT_BS;CANT_FR;CANT_GE;CANT_GL;CANT_GR;CANT_JU;CANT_LU;CANT_NE;CANT_NW;CANT_OW;CANT_SG;CANT_SH;CANT_SO;CANT_SZ;CANT_TG;CANT_TI;CANT_UR;CANT_VD;CANT_VS;CANT_ZG;CANT_ZH;Indication taxonomique;Lien à la page espèces du centre de données (de, fr);NULL;Etat des données GBIF Suisse
nism:6648;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Orthotrichales Dixon;Orthotrichaceae Arn.;Lewinskya killiasii subsp. killiasii (Müll.Hal.) Kiebacher & al.;Killias' Goldhaarmoos;Houppe de Killias;NULL;NULL;3;INN;VU;uv-2309;NULL;NULL;0;GL;NULL;N/A;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;A;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-6648;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-1662;19.07.2024
nism:6649;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Orthotrichales Dixon;Orthotrichaceae Arn.;Lewinskya killiasii subsp. simonyi ;Killias' Goldhaarmoos;Houppe de Killias;NULL;NULL;3;INN;EN;uv-2309;NULL;NULL;0;GL;NULL;N/A;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;A;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-6649;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-6648;19.07.2024
nism:2666;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Orthotrichales Dixon;Orthotrichaceae Arn.;Lewinskya laevigata (J.E.Zetterst.) F.Lara & al.;Glattes Goldhaarmoos;Houppe lisse;NULL;NULL;4;INN;CR;uv-2309;NULL;NULL;0;AF (+LF +GL);Sicherung lokaler Einzelvorkommen;2;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;B;NULL;NULL;NULL;NULL;B;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;B;NULL;NULL;Orthotrichum laevigatum;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-2666;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-6649;19.07.2024
nism:3680;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Jungermanniales H.Klinggr.;Lophoziaceae Cavers;Lophozia longiflora (Nees) Schiffn.;Rotscheckiges Spitzlebermoos;Lophozie des sphaignes;NULL;NULL;4;INN;VU;uv-2309;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;x;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;A;NULL;NULL;NULL;NULL;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-3680;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-2666;19.07.2024
nism:6670;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Jungermanniales H.Klinggr.;Lophoziaceae Cavers;Lophoziopsis jurensis (Meyl. ex Müll.Frib.) Mamontov & Vilnet;Jura-Spitzlebermoos;Lophozie du Jura;NULL;NULL;4;INN;CR;uv-2309;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;x;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;NULL;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-6670;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-3680;19.07.2024
nism:278;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Marchantiales Limpr.;Aytoniaceae Cavers;Mannia androgyna (L.) A.Evans;Zwittriges Grimaldimoos;Mannie hermaphrodite;NULL;NULL;4;INN;VU;uv-2309;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;A;NULL;A;A;C;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;A;NULL;NULL;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-278;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-6670;19.07.2024
nism:4406;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Marchantiales Limpr.;Aytoniaceae Cavers;Mannia controversa subsp. controversa (Meyl.) D.B.Schill;Strittiges Grimaldimoos;Mannie controversée;NULL;I;2;INN;VU;uv-2309;NULL;NULL;0;LF (+GL);NULL;2;NULL;2;NULL;Z;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;x;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;A;B;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;B;C;A;NULL;NULL;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-4406;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-278;19.07.2024
nism:4404;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Marchantiales Limpr.;Aytoniaceae Cavers;Mannia fragrans (Balb.) Frye & L.Clark;Wohlriechendes Grimaldimoos;Mannie odorante;NULL;NULL;4;INN;VU;uv-2309;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;NULL;Z;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;A;A;A;A;A;A;A;NULL;NULL;NULL;NULL;C;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;C;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;A;A;NULL;NULL;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-4404;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-4406;19.07.2024
nism:33;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Marchantiales Limpr.;Aytoniaceae Cavers;Mannia gracilis (F.Weber) D.B.Schill & D.G.Long;Zierliches Fransenmoos;Astérelle gracieuse;NULL;NULL;4;INN;EN;uv-2309;NULL;NULL;0;GL;NULL;N/A;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;B;C;C;A;A;C;B;B;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;B;C;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;B;NULL;NULL;Asterella gracilis;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-33;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-4404;19.07.2024
nism:283;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Marchantiales Limpr.;Aytoniaceae Cavers;Mannia pilosa (Hornem.) Frye & L.Clark;Gebirgs-Grimaldimoos;Mannie poilue;NULL;NULL;4;INN;EN;uv-2309;NULL;NULL;0;LF (+GL);NULL;2;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;C;NULL;B;B;NULL;B;B;C;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;B;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;B;NULL;NULL;C;NULL;NULL;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-283;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-33;19.07.2024
nism:286;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Marchantiales Limpr.;Aytoniaceae Cavers;Mannia triandra (Scop.) Grolle;Fels-Grimaldimoos;Mannie à trois capsules;NULL;NULL;4;INN;EN;uv-2309;NULL;NULL;0;AF (+LF +GL);Sicherung lokaler Einzelvorkommen;1;1;2;451.1/4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;C;A;NULL;A;A;NULL;NULL;C;NULL;NULL;NULL;C;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;A;NULL;NULL;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-286;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-283;19.07.2024
nism:161;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Jungermanniales H.Klinggr.;Gymnomitriaceae H.Klinggr.;Marsupella apiculata Schiffn.;Spitzlappiges Nacktmützenmoos;Marsupelle apiculée;NULL;NULL;4;INN;EN;uv-2309;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;x;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;B;B;A;A;NULL;NULL;B;A;NULL;NULL;NULL;B;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;C;NULL;NULL;NULL;NULL;NULL;A;A;NULL;B;NULL;NULL;Gymnomitrion apiculatum;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-161;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-286;19.07.2024
nism:298;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Jungermanniales H.Klinggr.;Gymnomitriaceae H.Klinggr.;Marsupella boeckii (Austin) Lindb. ex Kaal.;Draht-Geldbeutelmoos;Marsupelle fausse-céphalozielle;NULL;NULL;4;INN;EN;uv-2309;NULL;NULL;0;AF (+LF +GL);Sicherung lokaler Einzelvorkommen;2;1;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;NULL;A;NULL;NULL;A;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;C;NULL;NULL;NULL;NULL;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-298;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-161;19.07.2024
nism:3729;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Jungermanniales H.Klinggr.;Gymnomitriaceae H.Klinggr.;Marsupella condensata (Ångstr. ex C.Hartm.) Lindb. ex Kaal.;Dichtes Beutellebermoos;Marsupelle pressée;NULL;NULL;4;INN;CR;uv-2309;NULL;NULL;0;AF (+LF +GL);Sicherung lokaler Einzelvorkommen;2;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;x;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;A;NULL;NULL;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-3729;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-298;19.07.2024
nism:3738;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Jungermanniales H.Klinggr.;Gymnomitriaceae H.Klinggr.;Marsupella sparsifolia subsp. sparsifolia (Lindb.) Dumort.;Entferntblättriges Geldbeutelmoos;Marsupelle arrondie;NULL;NULL;4;INN;VU;uv-2309;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;B;A;B;NULL;NULL;B;A;NULL;NULL;NULL;C;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;B;A;NULL;B;NULL;NULL;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-3738;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-3729;19.07.2024
nism:1677;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Splachnales Ochyra;Splachnaceae Grev. & Arn.;Meesia longiseta Hedw.;Langstieliges Bruchmoos;Longpied vrai;NULL;NULL;3;INN;CR(PE);uv-2309;NULL;NULL;0;LF (+GL);NULL;3;NULL;2;451.1/4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;x;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;C;C;C;NULL;NULL;NULL;C;C;NULL;NULL;C;NULL;NULL;C;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;C;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;C;NULL;C;C;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-1677;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-3738;19.07.2024
nism:1678;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Splachnales Ochyra;Splachnaceae Grev. & Arn.;Meesia triquetra (L. ex Jolycl.) Ångstr.;Dreizeiliges Bruchmoos;Longpied denté;NULL;NULL;4;INN;VU;uv-2309;NULL;NULL;0;AF (+LF +GL);NULL;1;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;B;B;A;C;A;C;A;A;A;A;C;C;NULL;A;NULL;NULL;C;NULL;NULL;A;NULL;B;C;NULL;B;A;NULL;C;A;NULL;C;B;B;C;C;B;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-1678;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-1677;19.07.2024
nism:254;Moose;Mousses et Hépatiques;Muschi ed Epatiche;Jungermanniales H.Klinggr.;Jungermanniaceae Rchb.;Mesoptychia gillmanii (Austin) L.Söderstr. & Váňa;Gillman-Glattkelchmoos;Lophozie des rochers;NULL;NULL;4;INN;CR;uv-2309;NULL;NULL;0;AF (+LF +GL);Sicherung lokaler Einzelvorkommen;2;1;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;x;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;B;B;NULL;B;NULL;NULL;B;B;NULL;NULL;NULL;B;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;B;NULL;NULL;NULL;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-254;http://www.swissbryophytes.ch/index.php/de/verbreitung?taxon_id=nism-1678;19.07.2024
